galaxy,n,Upsilon_med,Upsilon_bulge_med,log10_M200_med,chi2,chi2_red,loglike
CamB,9,0.2599647881012468,,,18.042970895540204,2.2553713619425255,-35.9962925914902
D564-8,6,0.6193020091170094,,,3.1646626910696187,0.6329325382139237,-19.668589562928556
D631-7,16,0.4240269393842329,,,20.682862301300965,1.3788574867533976,-58.924508430827935
DDO154,12,0.5670597898628464,,,2.2604740179352727,0.2054976379941157,-36.95413453473592
DDO168,10,0.4494589632139634,,,6.195802202484533,0.6884224669427259,-33.51885183046714
ESO444-G084,7,0.40777998015129047,,,3.524144104637669,0.5873573507729448,-24.039701929444
ESO563-G021,30,0.6590562024836656,,,159.24020317692353,5.491041488859432,-182.5639026908082
F568-3,18,0.5403006923477911,,,9.961935449278165,0.5859962028987156,-67.6049390709934
F568-V1,15,0.5228764075247353,,,13.574270279026376,0.9695907342161697,-64.37596777539173
F574-1,14,0.5409571639853274,,,8.76753607611981,0.6744258520092162,-49.147438396307706
IC2574,34,0.24928109239379295,,,8.437719271357667,0.2556884627684141,-109.41834144815329
IC4202,32,0.5170831726953747,,,214.37778225602835,6.915412330839624,-213.00287862296824
NGC0024,29,0.7694510914420742,,,20.165252158258753,0.7201875770806697,-106.4521745051026
NGC0055,21,0.2306825308502451,,,15.679689596546622,0.7839844798273311,-72.97998282320671
NGC0247,26,0.5042810321315696,,,5.519001475969082,0.22076005903876328,-85.46868102797681
NGC0300,25,0.4892233430292839,,,5.107946090093544,0.212831087087231,-85.70427307846407
NGC0801,13,0.4272786785335117,,,73.34435316534513,6.1120294304454275,-78.41475440225071
NGC0891,18,0.3673108075313518,,,45.90510547783387,2.7003003222255217,-79.44569241098877
NGC2403,73,0.4002869723760213,,,31.32368929223223,0.4350512401698921,-238.18843337581
NGC2683,11,0.48212050186581484,,,7.4549808739975045,0.7454980873997504,-41.37996856854089
NGC2841,50,0.6517325570727146,,,31.088539773895857,0.6344599953856297,-183.18852836564966
NGC2915,30,0.7018241247003214,,,61.34837893187536,2.1154613424784605,-131.27810010041594
NGC2955,24,0.6160957022110327,,,59.056060553026064,2.5676548066533074,-112.88735465975019
NGC2976,27,0.45792416517721946,,,5.209752908333949,0.20037511185899806,-86.70175801804993
NGC2998,13,0.5377073027083107,,,28.148071670331692,2.3456726391943077,-58.99672625998714
NGC3109,25,0.48572895705448493,,,11.543997016375727,0.48099987568232194,-81.97143805751861
NGC3198,43,0.4973625391551978,,,14.891433341720397,0.3545579367076285,-144.40900378392152
NGC3726,12,0.3262373375821253,,,11.787584365479642,1.0715985786799676,-45.80130572482876
NGC3741,21,0.3779580804987076,,,5.049288758427959,0.25246443792139794,-65.93111614075096
NGC3769,12,0.34595476910897444,,,3.275630041539794,0.29778454923089037,-41.85498027699712
NGC3877,13,0.3903364435674581,,,38.973559147448796,3.247796595620733,-61.93721289780761
NGC3893,10,0.4823055535308161,,,4.379556282281052,0.4866173646978946,-36.52518611353447
