model,lppd,waic,p_waic,n_params,n_data,mean_loglik_per_point,mean_lppd_per_point,delta_waic,rank
ptq-screen,-7319.837680264629,15279.057241476035,319.6909404733884,94,1782,-4.183099662777008,-4.107653019228187,0.0,1
