model,lppd,waic,p_waic,n_params,n_data,mean_loglik_per_point,mean_lppd_per_point,delta_waic,rank
ptq-screen,-8298.176237492698,27142.17068920032,5272.909107107463,94,1782,-5.361082207188946,-4.656664555270875,0.0,1
