galaxy,r_kpc,x,y,Rd_kpc
NGC0024,7.07,6.374590163934427,0.03721372847692836,1.109090909090909
NGC0024,8.49,7.654918032786886,0.03464668363198001,1.109090909090909
NGC0024,9.91,8.935245901639346,0.033282412557808075,1.109090909090909
NGC0024,11.27,10.161475409836067,0.03083062927654452,1.109090909090909
NGC0055,1.23,0.20044444444444445,0.01279914458818211,6.136363636363636
NGC0055,1.84,0.29985185185185187,0.015130634433949026,6.136363636363636
NGC0055,2.46,0.4008888888888889,0.014822941895646487,6.136363636363636
NGC0055,3.07,0.5002962962962964,0.016963012537940098,6.136363636363636
NGC0055,3.68,0.5997037037037037,0.020097303393434723,6.136363636363636
NGC0055,4.3,0.7007407407407408,0.02170620898247483,6.136363636363636
NGC0055,4.91,0.8001481481481483,0.021508403299170104,6.136363636363636
NGC0055,5.52,0.8995555555555556,0.0216375655441721,6.136363636363636
NGC0055,6.14,1.0005925925925927,0.020442009529436516,6.136363636363636
NGC0055,6.75,1.1,0.021818028584446415,6.136363636363636
NGC0055,7.37,1.2010370370370371,0.022291368039515244,6.136363636363636
NGC0055,7.98,1.3004444444444447,0.02173044061888144,6.136363636363636
NGC0055,8.59,1.399851851851852,0.02067003445515484,6.136363636363636
NGC0055,9.21,1.5008888888888892,0.019169838921826433,6.136363636363636
NGC0055,9.82,1.6002962962962965,0.018975218540387806,6.136363636363636
NGC0055,10.43,1.6997037037037037,0.01726237428356851,6.136363636363636
NGC0055,11.05,1.800740740740741,0.01660449236908605,6.136363636363636
NGC0055,11.66,1.9001481481481484,0.016412531906714115,6.136363636363636
NGC0055,12.28,2.0011851851851854,0.015656235513180575,6.136363636363636
NGC0055,12.89,2.100592592592593,0.015577739288429955,6.136363636363636
NGC0055,13.5,2.2,0.014552627525178708,6.136363636363636
NGC0247,1.08,0.24520123839009292,0.02944171158335281,4.404545454545454
NGC0247,1.61,0.36553147574819406,0.03669741628738264,4.404545454545454
NGC0247,2.15,0.48813209494324045,0.04493187322582198,4.404545454545454
NGC0247,2.7,0.6130030959752323,0.04207222310274421,4.404545454545454
NGC0247,3.22,0.7310629514963881,0.037754574243199855,4.404545454545454
NGC0247,3.77,0.8559339525283798,0.03375765876130899,4.404545454545454
NGC0247,4.31,0.9785345717234262,0.02996929929784598,4.404545454545454
NGC0247,4.85,1.1011351909184726,0.027646062442779375,4.404545454545454
NGC0247,5.38,1.2214654282765738,0.026136816119598755,4.404545454545454
NGC0247,5.92,1.3440660474716202,0.026151046833962747,4.404545454545454
NGC0247,6.46,1.4666666666666668,0.0257759784405079,4.404545454545454
NGC0247,6.99,1.586996904024768,0.024850102553230995,4.404545454545454
NGC0247,7.53,1.7095975232198144,0.025083765899364632,4.404545454545454
NGC0247,8.07,1.8321981424148608,0.025513953032835865,4.404545454545454
NGC0247,8.62,1.9570691434468523,0.02511143997726026,4.404545454545454
NGC0247,9.14,2.0751289989680086,0.025116256635493897,4.404545454545454
NGC0247,9.69,2.2,0.02488314992239171,4.404545454545454
NGC0247,10.23,2.322600619195047,0.02487897173424645,4.404545454545454
NGC0247,10.76,2.4429308565531476,0.024622084144663294,4.404545454545454
NGC0247,11.3,2.565531475748194,0.023879186655361723,4.404545454545454
NGC0247,11.84,2.6881320949432403,0.02336172261297591,4.404545454545454
NGC0247,12.38,2.8107327141382874,0.022432378875483706,4.404545454545454
NGC0247,12.91,2.931062951496388,0.0217319436877821,4.404545454545454
NGC0247,13.48,3.0604747162022705,0.021634691073059324,4.404545454545454
NGC0247,14.01,3.1808049535603717,0.022152660506887818,4.404545454545454
NGC0247,14.54,3.3011351909184725,0.021144148619036848,4.404545454545454
NGC0300,0.91,0.49068627450980395,0.01949597649037236,1.8545454545454545
NGC0300,1.36,0.7333333333333334,0.03406324417786958,1.8545454545454545
NGC0300,1.82,0.9813725490196079,0.03502920461565153,1.8545454545454545
NGC0300,2.27,1.2240196078431373,0.03306933971992258,1.8545454545454545
NGC0300,2.72,1.4666666666666668,0.03601214091595822,1.8545454545454545
NGC0300,3.17,1.709313725490196,0.037427401701999354,1.8545454545454545
NGC0300,3.63,1.9573529411764705,0.04833013517182935,1.8545454545454545
NGC0300,4.08,2.2,0.045549374312404904,1.8545454545454545
NGC0300,4.54,2.4480392156862747,0.03973470802488594,1.8545454545454545
NGC0300,4.99,2.690686274509804,0.03408527094549095,1.8545454545454545
