model,lppd,waic,p_waic,n_params,n_data,mean_loglik_per_point,mean_lppd_per_point,delta_waic,rank
mond,-7325.391988003777,15201.862834621372,275.53942930690846,93,1782,-4.177170756615272,-4.110769914704701,0.0,1
