galaxy,pwaic_contribution,n_points,mean_var_loglik
NGC6195,30.73752970780783,23,1.3364143351220796
IC4202,27.29953017105833,32,0.8531103178455728
NGC2841,25.2512338339067,50,0.505024676678134
ESO563-G021,22.73876792683386,30,0.757958930894462
NGC0801,15.501637127582926,13,1.1924336251986867
UGC02885,9.085273799597632,19,0.4781723052419806
UGC09037,8.800869211077039,22,0.40003950959441087
NGC4217,8.776399954346134,19,0.4619157870708492
UGC03205,7.44655093109065,48,0.1551364777310552
NGC5055,7.363590554362442,28,0.26298537694151575
NGC5907,5.774876157408197,19,0.3039408503899051
UGC11455,4.8212846113910865,36,0.1339245725386413
NGC3877,4.580020540659454,13,0.3523092723584196
NGC0891,4.550411363422427,18,0.2528006313012459
UGC02916,3.9219667093245367,43,0.09120852812382643
NGC2955,3.7119900315197527,24,0.15466625131332304
UGC09133,3.5779664502883293,68,0.052617153680710724
NGC2403,3.5447442117426458,73,0.04855813988688556
NGC7814,3.363713071488738,18,0.18687294841604102
NGC2998,3.188468712733242,13,0.24526682405640324
