model,waic_rank_mean,waic_rank_std,loo_rank_mean,loo_rank_std,n_seeds
ptq-screen,3.6666666666666665,0.4714045207910317,3.6666666666666665,0.4714045207910317,3
mond,2.3333333333333335,1.247219128924647,2.3333333333333335,1.247219128924647,3
mond-screen,2.6666666666666665,0.4714045207910317,2.6666666666666665,0.4714045207910317,3
