model,lppd,waic,p_waic,n_params,n_data,mean_loglik_per_point,mean_lppd_per_point,delta_waic,rank
mond-screen,-7329.864692997107,15261.181756599215,300.7261853025003,94,1782,-4.185477482992486,-4.113279850166727,0.0,1
